ID Cliente; Nome Completo ;CPF;Data Nasc.;E-mail;Telefone ;Cidade;UF ;Renda Mensal (R$);Segmento;Data Cadastro
CLT-0793;ÉRICO ROCHA;50811364034;1998-01-02;;85 954564093;Florianopolis;sc;R$ 3037.99;varejo;24/05/2025
CLT-0224;Marcos Campos Barbosa;44386125904;12/03/1970;;(31) 98239-8904;Florianópolis;sc;R$ 33.932,29;Varejo;22-11-2019
CLT-0538;Henrique Ribeiro Souza;1837530768;19/09/2003;henrique.souza20@hotmail.com;+55 51 99962-1244;São Paulo;SP;43523.15;Varejo;21-03-2023
CLT-0763;Lucas Dias Campos;506.179.06701;1973-08-01;lucas.campos19@yahoo.com.br;(31) 91633-1914;Curitiba;PR;6032,63;Varejo;02/09/2020
CLT-0690;Kevin Santos Dias   ;514.520.580-28;01-03-1994;kevin.dias35@bol.com.br;(11) 95719-1469;Goiânia;GO ;R$ 52202.46;Private;30/01/2019
CLT-0212;Diego Nascimento;060.053.131-22;1989-08-29;diego.nascimento7@bol.com.br;+55 61 96286-4105;Belém;pa;R$ 17205.37;Private;11/11/23
CLT-0746;Diego Rodrigues;18822063186;07/08/1956;diego.rodrigues32@yahoo.com.br;71 920344659;Curitiba;pr;R$ 3.183,37;Premium;10/04/2024
CLT-0297;Felipe Campos;432.447.417-59;20-04-1991;felipe.campos95@hotmail.com;(85) 98367-3793;FLORIANÓPOLIS;SC ;11444,92;varejo;26/08/2023
CLT-0015;Bruno Campos;37452991241;12/03/92;bruno.campos97@gmail.com;;Vitória;ES;R$ 4.397,12;Varejo;12/06/2020
CLT-0450;Renato Cardoso Barbosa;3069358824;23/11/1993;;(41) 96006-1193;Porto Alegre;rs;R$ 7105.38;Premium;2017-04-30
CLT-0042;  Érico Araújo Barbosa;102.786.814-47;1953-02-14;erico.barbosa48@outlook.com;(62) 99047-4279;Belo Horizonte;MG;9652,34;Premium;20/02/2025
CLT-0571;yasmin rocha;7669194896;2007-10-25;yasmin.rocha43@bol.com.br;85915567062;Campinas;SP;R$ 8.667,33;Premium;05/02/2015
CLT-0271;Yasmin Souza;130.205.698-15;13-08-1965;yasmin.souza57@outlook.com;(62) 99653-9129;Salvador;BA;R$ 6.839,69;Varejo;2025-08-16
CLT-0330;Mariana Teixeira Gomes;585.626.149-91;14/04/1964;mariana.gomes51@bol.com.br;(11) 95028-9978;Florianópolis;SC ;R$ 43918.78;Premium;2015-08-04
CLT-0617;Larissa Souza;0288141128;23/01/1979;larissa.souza13@bol.com.br;31 989392230;Brasília;DF;17802.96;PRIVATE;2024-10-12
CLT-0235;Érico Rodrigues Araújo;75541108255;07/10/2007;;(47) 99664-7088;Recife;PE;R$ 2.752,95;Varejo;13/08/2023
CLT-0191;Vinícius Gomes;110.627.371-58;1981-06-06;vinicius.gomes14@outlook.com;+55 71 95320-9172;Curitiba;pr;R$ 4366.50;premium;24-12-2025
CLT-0172;Marcos Nascimento;95419876351;07/02/1968;;51980929846;Porto Alegre;RS;3.491,70;PREMIUM;2020-08-20
CLT-0165;Wesley Dias;2798524013;14/02/2000;WESLEY.DIAS@HOTMAIL.COM;(41) 96036-3053;Belo Horizonte;mg;R$ 56936.39;VAREJO;2024-07-12
CLT-0121;DIEGO RODRIGUES;71837645208;09/02/1963;diego.rodrigues2@gmail.com;19958954255;FLORIANÓPOLIS;SC;R$ 6.716,07;Premium;20-nov-2019
CLT-0220;  Paulo Araújo;843.579.78630;13-abr-1978;paulo.araujo13@gmail.com;61 912726901;Salvador;BA ;R$ 6642.39;Varejo;2022-04-20
CLT-0216;Larissa Silva;732.300.85766;26-dez-1963;larissa.silva71@hotmail.com;61972929020;Fortaleza;CE;R$ 35005.88;Varejo;2016-08-06
CLT-0737;  Eduarda Gomes;9396061047;1991-06-14;EDUARDA.GOMES@HOTMAIL.COM;62 930332670;Curitiba;pr;2472,63;private;22-10-2017
CLT-0598;BRUNO NASCIMENTO LIMA;334.864.970-35;1958-10-26;bruno.lima16@gmail.com;81 993727779;Campinas;SP;4093.80;VAREJO;20-jan-2020
CLT-0296;Ana Rocha   ;044.851.57919;28/04/1996;ana.rocha94@outlook.com;(21) 93990-2415;Belo Horizonte;MG ;27.947,34;VAREJO;14-06-2015
CLT-0503;Isabela Carvalho;02665686295;23/09/2005;isabela.carvalho76@yahoo.com.br;61983434344;Vitória;ES;10.963,40;Premium;24/08/2018
CLT-0131;Vinícius Moreira Martins;2518812520;1987-06-11;vinicius.martins26@hotmail.com;+55 71 95970-8258;Recife;pe;6673,11;PREMIUM;20/02/2021
CLT-0528;Bruno Silva;009.169.23273;21-06-1955;bruno.silva76@gmail.com;+55 47 99715-8533;Curitiba;PR;2646.81;Varejo;16/09/2023
CLT-0225;Sofia Souza;63013674926;01-jul-1982;sofia.souza8@gmail.com;19 924688596;Curitiba;PR;19340.76;varejo;2021-03-04
CLT-0448;Felipe Pereira Teixeira;612.120.384-37;1993-03-03;;(62) 97322-9721;Campinas;SP;19.930,59;PREMIUM;14/10/2018
CLT-0468;Kevin Araújo;23621921581;10/09/62;kevin.araujo17@gmail.com;+55 62 91070-6997;Florianópolis;SC;4.015,40;Premium;2017-07-07
CLT-0223;Igor Martins;729.420.954-81;27-10-1984;igor.martins14@yahoo.com.br;47988364534;São Paulo;sp;11791.11;Premium;13/06/2023
CLT-0262;Gustavo Barbosa;743.251.22572;2005-08-23;gustavo.barbosa27@outlook.com;(71) 96473-1341;BRASÍLIA;df;R$ 6.676,34;VAREJO;22/09/2016
CLT-0622;Yasmin Freitas;78302801041;05/06/67;yasmin.freitas1@yahoo.com.br;62963974974;Salvador;BA ;34375.37;Varejo;31-10-2017
CLT-0512;Larissa Carvalho Campos;645.099.990-01;1975-01-19;larissa.camposgmail.com;+55 61 98859-4733;Goiânia;GO ;12.752,65;PREMIUM;31-03-2020
CLT-0158;NATÁLIA  ROCHA;793.355.486-40;02/12/1954;natalia.rocha83@bol.com.br;81 992159629;Rio de Janeiro;RJ ;17.282,91;Varejo;2021-07-22
CLT-0605;  Vinícius Costa;592.277.641-49;17/12/1988;vinicius.costa97@hotmail.com;;Vitória;ES ;50017.52;PREMIUM;03/07/2022
CLT-0587;Gustavo Rodrigues;49149860995;27/11/2006;gustavo.rodrigues76@hotmail.com;51 944003341;Brasília;DF ;47959.31;premium;15/10/2024
CLT-0376;Olívia Carvalho Rodrigues;661.945.887-07;03/02/1977;olivia.rodrigues54@gmail.com;(51) 99302-3718;Florianópolis;sc;R$ 15.680,27;Varejo;17/01/2021
CLT-0119;Priscila Ferreira;740.649.308-53;1993-03-18;;+55 71 95094-3675;Goiânia;GO ;3093.84;Premium;27/06/2023
CLT-0134;helena martins;51868926860;07/04/85;helena.martins33@outlook.com;47 934593656;BRASÍLIA;df;R$ 2.821,78;VAREJO;2016-02-25
CLT-0055;Carla Barbosa;83644089268;16-dez-1971;carla.barbosa30@bol.com.br;19972449592;Goiânia;GO;16.070,38;premium;07/05/2018
CLT-0414;Kevin Lima;48016440373;16-11-1961;kevin.lima70@outlook.com;(71) 98707-9752;Curitiba;PR ;R$ 16.711,84;varejo;22-05-2025
CLT-0525;Samuel Gomes;17948024559;02/05/2002;;(11) 93153-2732;Manaus;AM;5393.00;Private;03-mar-2022
CLT-0488;Vera Campos;720.217.075-48;06/07/1961;vera.campos67@bol.com.br;62977637070;São Paulo;SP;3187,89;PRIVATE;16/12/17
CLT-0739;Gabriela Rodrigues Araújo;744.999.870-93;29/03/1997;gabriela.araujo59@outlook.com;(41) 97441-5733;Porto Alegre;RS;11225,52;Varejo;27-jan-2024
CLT-0519;Otávio Freitas;84987455135;31/05/60;otavio.freitas6@yahoo.com.br;31990433019;Porto Alegre;RS;2389,65;Varejo;2015-06-24
CLT-0537;Kevin Freitas;785.501.137-53;27/11/2002;kevin.freitas20@outlook.com;;Florianópolis;SC;17.015,07;VAREJO;2024-12-13
CLT-0544;Otávio Monteiro   ;15976405356;14-08-1973;otavio.monteiro31@outlook.com;+55 85 98591-9188;CAMPINAS;SP;R$ 7.046,93;VAREJO;2018-07-24
CLT-0759;Otávio Martins;816.784.340-73;2004-11-01;otavio.martins74@yahoo.com.br;19926038634;Goiânia;go;50.253,12;VAREJO;03/05/2019
CLT-0642;bruno moreira;439.070.547-36;11/06/1951;bruno.moreira49@outlook.com;;curitiba;PR ;R$ 5.565,02;PREMIUM;26/02/2017
CLT-0424;Yasmin Martins;367.746.20258;02-07-1950;yasmin.martins37@outlook.com;;Vitória;es;R$ 35.433,03;varejo;25-11-2019
CLT-0565;  juliana freitas santos;17262829682;05-11-1995;juliana.santos81@outlook.com;51 996276345;Campinas;sp;;varejo;07/04/2025
CLT-0772;Samuel Dias   ;4829878192;25-10-1967;samuel.dias54@outlook.com;(81) 95184-9844;Goiania;GO;R$ 6.272,90;varejo;10/02/2015
CLT-0718;Eduarda Rodrigues Pereira;70051028745;22/04/1964;eduarda.pereira61@bol.com.br;+55 11 93410-3608;Fortaleza;CE;4851.88;Varejo;30/01/2015
CLT-0556;helena silva   ;500.953.723-46;13-03-1954;helena.silva88@yahoo.com.br;+55 19 93402-4652;Campinas;SP;R$ 54.812,34;VAREJO;12-06-2019
CLT-0374;Henrique Freitas;722.395.947-37;26/11/1997;henrique.freitas2@outlook.com;(41) 93655-1692;Rio de Janeiro;rj;3.181,90;Varejo;05/01/2015
CLT-0509;Paulo Barbosa Costa;83958558522;29/11/1964;paulo.costa61@hotmail.com;+55 19 96673-3292;Manaus;AM;R$ 6.380,42;Varejo;09/02/2024
CLT-0730;Felipe Gomes   ;38816878518;17/12/1953;felipe.gomes66@bol.com.br;+55 71 91749-6742;Florianópolis;SC;21530.60;Premium;25/07/2023
CLT-0615;Thiago Santos Freitas;841.016.79301;25/02/72;thiago.freitas86@yahoo.com.br;(21) 92699-7561;CAMPINAS;SP;R$ 3.133,11;varejo;11-11-2016
CLT-0309;Larissa Campos Santos;125.652.373-41;2004-06-15;larissa.santos92@bol.com.br;81 990535009;Porto Alegre;RS;R$ 17.449,08;PREMIUM;21/12/2024
CLT-0302;Ana Pereira;585.126.861-20;15/04/86;ana.pereira52@yahoo.com.br;47952244237;Rio de Janeiro;RJ;45364.69;varejo;2025-03-16
CLT-0232;Natália  Santos   ;18826170243;07/05/1977;natalia.santos39@outlook.com;61980173984;Goiânia;go;R$ 1.535,76;Varejo;2024-11-01
CLT-0310;Otávio Gomes Silva;643.039.429-04;2003-05-01;otavio.silva21@bol.com.br;+55 85 97649-8814;Fortaleza;CE ;R$ 5.638,78;Varejo;2022-09-20
CLT-0649;Bruno Oliveira;565.188.711-48;13/06/1978;bruno.oliveira50@outlook.com;(19) 96915-1714;Salvador;BA;6122.21;varejo;15/11/2020
CLT-0211;  César Campos;74220912418;12/03/1984;cesar.campos18@outlook.com;(19) 91183-5476;FORTALEZA;CE;5.589,10;Premium;10-11-2019
CLT-0047;Gabriela Barbosa;25952694958;1961-07-18;gabriela.barbosa52@bol.com.br;62 959118780;Brasília;DF;52.158,63;varejo;16-jun-2017
CLT-0026;Isabela Nascimento Souza;588.424.74517;25/08/1969;isabela.souza94@hotmail.com;(41) 97511-6992;Curitiba;PR ;4.828,00;premium;2020-12-06
CLT-0095;Isabela Dias;670.145.08993;1960-02-22;isabela.dias73@yahoo.com.br;+55 61 99504-9570;Goiânia;go;5208.88;Varejo;2024-09-15
CLT-0030;Isabela Rodrigues;657.661.56545;1955-11-23;isabela.rodrigues65@bol.com.br;81 920992494;Rio de Janeiro;rj;R$ 7.068,93;varejo;02-03-2017
CLT-0479;Mariana Barbosa;53322273938;29/11/1960;mariana.barbosa77@hotmail.com;+55 51 96957-8760;Belo Horizonte;mg;6340,25;premium;25-12-2019
CLT-0631;César Freitas;784.178.376-59;10-set-1990;cesar.freitas90@gmail.com;(41) 99581-3284;SÃO PAULO;sp;R$ 46.348,22;Varejo;2021-03-01
CLT-0443;CÉSAR FREITAS;96617718249;10-12-1985;cesar.freitas19@outlook.com;19916859957;Porto Alegre;RS;R$ 3938.13;Premium;24/01/15
CLT-0638;Érico Monteiro Barbosa;050.583.534-58;25/05/1993;erico.barbosa61@yahoo.com.br;61982043456;Campinas;sp;R$ 6.106,14;Varejo;15-mai-2020
CLT-0169;Henrique Rodrigues   ;87734778485;1959-09-11;henrique.rodrigues64@gmail.com;11 915178051;Brasília;DF;R$ 3.438,56;PREMIUM;04/02/2025
CLT-0462;Diego Carvalho;551.074.09131;19-dez-1979;diego.carvalho11@outlook.com;(81) 99315-7355;Belo Horizonte;MG ;R$ 3414.03;Varejo;06/06/2015
CLT-0595;Larissa Gomes;178.824.265-59;1987-09-06;larissa.gomes24@bol.com.br;;Florianópolis;SC;R$ 1.770,00;Private;27-04-2025
CLT-0284;Sofia Ribeiro;51315285478;15/04/1975;sofia.ribeiro16@yahoo.com.br;62961571628;VITÓRIA;es;R$ 9042.37;Premium;14/02/2022
CLT-0249;João Oliveira Rodrigues;67782659608;1974-03-18;joao.rodrigues86@outlook.com;+55 21 93369-6304;VITÓRIA;ES;18739,48;Varejo;05/02/2022
CLT-0751;LARISSA COSTA SILVA   ;29555100510;1998-11-15;larissa.silva33@gmail.com;+55 62 99810-5193;Recife;PE ;R$ 6.724,11;Premium;17/11/2018
CLT-0233;Ana Araújo;725.686.211-02;1988-12-07;ana.araujo43@gmail.com;+55 19 94874-1852;fortaleza;CE ;R$ 13.751,54;Varejo;2015-03-07
CLT-0372;vera dias;069.556.076-76;09/12/1956;vera.dias92@outlook.com;;Campinas;sp;R$ 5.207,50;Premium;19/07/2018
CLT-0700;Sofia Pereira;10011547734;31/10/1986;sofia.pereira63@yahoo.com.br;+55 19 92175-5299;Goiânia;GO ;6.622,70;Varejo;17/11/2018
CLT-0126;OLÍVIA ALMEIDA MARTINS;33441969315;09/06/1996;olivia.martins72@bol.com.br;(62) 92562-5921;São Paulo;SP;4196,22;varejo;23/07/2023
CLT-0100;Wesley Rocha;439.735.989-33;13/03/1959;wesley.rocha90@outlook.com;;BRASÍLIA;DF;999999999;Private;04/09/2017
CLT-0491;  Tatiane Oliveira;46652752332;23/04/1989;tatiane.oliveira20@hotmail.com;(41) 91152-3233;Florianópolis;SC;R$ 7.061,19;PREMIUM;02/06/2017
CLT-0628;Diego Souza;256.471.855-94;2002-06-27;diego.souza78@gmail.com;(47) 93336-4717;BELO HORIZONTE;MG;10205.69;Varejo;20-09-2022
CLT-0610;Gustavo  Gomes Freitas;734.985.297-35;29-04-1961;gustavo.freitas66@yahoo.com.br;;Recife;PE ;16.945,08;VAREJO;2022-06-16
CLT-0071;nicolas  lima oliveira;426.221.890-92;05-07-1988;nicolas.oliveira16@yahoo.com.br;+55 19 93480-7745;Goiânia;go;2.826,87;Varejo;15/11/2019
CLT-0219;Mariana Santos;377.100.409-01;27-08-1966;mariana.santos80@gmail.com;;Rio de Janeiro;rj;11.517,51;Varejo;2022-07-23
CLT-0210;Kevin Araújo Dias;032.484.137-68;08/09/2001;kevin.dias54@hotmail.com;21992646341;Belém;PA;R$ 6.279,81;Premium;2019-08-26
CLT-0278;Kevin Santos;32290310287;18/10/1950;kevin.santos36@bol.com.br;;Fortaleza;CE;R$ 13285.27;Varejo;09/10/2020
CLT-0320;Mariana Almeida;431.670.450-23;30/03/1987;mariana.almeida1@yahoo.com.br;+55 85 93551-3297;Salvador;BA ;18289.92;Premium;2016-05-16
CLT-0473;Sofia Ribeiro;25854218808;28/02/70;sofia.ribeiro50@hotmail.com;(47) 92607-7677;Goiânia;go;R$ 9.061,52;Varejo;23/12/21
CLT-0725;vera silva;06476144278;10-05-1972;vera.silva31@yahoo.com.br;(62) 96322-6211;Florianópolis;SC ;R$ 2013.78;VAREJO;16/05/2021
CLT-0361;Renato Rocha;13723081721;07/11/1972;renato.rocha48@bol.com.br;71959624428;BRASÍLIA;DF;R$ 17.832,33;PREMIUM;14/04/2019
CLT-0314;Natália Gomes;796.434.745-24;24/07/1977;natalia.gomes20@outlook.com;62961668368;Rio de Janeiro;rj;6.948,79;Varejo;10/05/2024
CLT-0392;Marcos Rodrigues;07819754373;14/12/1993;marcos.rodrigues96@yahoo.com.br;(81) 97399-5417;salvador;ba;R$ 9.325,00;Varejo;29/12/2017
CLT-0612;Kevin Nascimento Dias;61682497939;23/05/80;kevin.dias35@hotmail.com;(85) 92264-7803;campinas;SP;40008,45;VAREJO;20/03/2026
CLT-0606;renato barbosa lima;93251149788;27-04-1974;renato.lima97@hotmail.com;41 920403195;Manaus;am;;Varejo;24/03/2022
CLT-0146;DIEGO MARTINS;290.490.471-28;31-12-2004;diego.martins46@outlook.com;(51) 93171-5603;Brasília;DF ;R$ 19.074,37;Varejo;2017-07-02
CLT-0365;Lucas Rocha Almeida;605.080.184-98;09/11/60;lucas.almeidagmail.com;31 962354992;Brasília;df;4334,80;Varejo;2019-03-26
CLT-0294;renato ribeiro;0375830945;15/10/60;renato.ribeiro55@hotmail.com;(85) 91212-5473;Brasília;DF ;R$ 19.047,27;VAREJO;26/09/2025
CLT-0285;Fátima Ferreira Rocha;89320649693;2006-12-04;fatima.rocha17@hotmail.com;19 939505916;Brasília;DF;3899,20;Varejo;2025-11-17
CLT-0084;Tatiane Oliveira Lima;349.021.158-69;14/09/1958;tatiane.lima12@bol.com.br;;Goiânia;go;2152.56;Varejo;2025-08-25
CLT-0397;Otávio Dias;74549303646;1973-11-16;otavio.dias43@yahoo.com.br;;Rio de Janeiro;rj;R$ 42.691,74;VAREJO;2017-07-16
CLT-0016;  Carla Araújo;84987769453;09/10/2000;;+55 81 94995-8613;Florianópolis;SC;34487.52;Premium;18/07/2022
CLT-0125;Lucas Cardoso;975.585.566-59;2001-02-20;lucas.cardoso86@yahoo.com.br;;curitiba;pr;10.164,76;Premium;27/11/2023
CLT-0651;Rafaela Pereira;14469567406;1962-03-18;rafaela.pereira31@yahoo.com.br;(41) 96929-5979;Fortaleza;CE;11.459,36;varejo;14/09/2020
CLT-0004;  Otávio Silva Moreira;822.782.48963;18-09-1963;otavio.moreira40@hotmail.com;62942956107;Porto Alegre;rs;23426.14;premium;2023-05-18
CLT-0226;Felipe Souza   ;518.260.688-87;18-06-1960;felipe.souza36@gmail.com;;Fortaleza;CE;45783,87;Varejo;20/01/19
CLT-0270;Larissa Moreira;31177533126;1983-10-12;larissa.moreira42@bol.com.br;(21) 92014-5103;Rio de Janeiro;RJ;3401,43;VAREJO;2016-08-20
CLT-0264;Igor Araújo Almeida;56964430985;17/01/1982;igor.almeida81@bol.com.br;(81) 96685-5725;Recife;pe;N/A;Private;2025-06-17
CLT-0085;Carla Monteiro;63294511686;02/06/85;carla.monteiro58@hotmail.com;85 985061202;Curitiba;PR;3387.94;varejo;30/05/2024
CLT-0729;Igor Souza Campos   ;420.598.685-69;29/11/74;igor.campos47@yahoo.com.br;+55 51 94110-4535;curitiba;pr;20.031,03;Private;01/05/2026
CLT-0303;Vera Rocha Araújo;632.181.227-64;1993-12-04;vera.araujo23@outlook.com;+55 47 94999-9577;Fortaleza;CE;R$ 2.085,15;Varejo;29/04/2022
CLT-0493;bruno oliveira;775.461.992-40;2002-03-04;bruno.oliveira8@yahoo.com.br;(41) 99795-8220;Brasília;DF;30357.74;premium;30/04/2018
CLT-0036;Renato Rocha;148.652.816-85;24/06/1958;renato.rocha11@bol.com.br;(41) 96598-8967;Goiânia;GO ;R$ 46242.19;VAREJO;23/06/2018
CLT-0671;Ana Dias;236.540.181-44;09/05/1976;ana.dias13@bol.com.br;+55 85 95435-3544;Rio de Janeiro;rj;2455.46;varejo;2018-07-12
CLT-0673;Mariana Martins;95338619411;2007-09-08;;41 912664776;Vitória;ES;R$ 35.264,19;VAREJO;2021-04-16
CLT-0098;Kevin Rocha   ;699.586.69346;02-jun-1990;kevin.rocha56@bol.com.br;81931853263;Goiânia;GO;5787.50;Premium;28/06/2026
CLT-0236;Thiago Nascimento;85571617688;06/09/1953;thiago.nascimento39@yahoo.com.br;(51) 93112-5745;rio de janeiro;RJ;4.409,00;VAREJO;08-04-2019
CLT-0406;VERA MOREIRA;505.376.660-81;05/05/1969;VERA.MOREIRA@HOTMAIL.COM;11 916904161;recife;pe;R$ 31.757,94;Private;23/07/2019
CLT-0140;Priscila Martins Freitas;493.214.958-70;1978-10-15;;19918262735;Florianópolis;sc;R$ 10.478,93;varejo;16/10/2023
CLT-0727;lucas ferreira;160.232.510-71;12/07/1954;lucas.ferreira82@bol.com.br;85 991691887;Curitiba;pr;R$ 4358.95;Varejo;2020-12-25
CLT-0769;olívia dias;65974425269;31/08/1964;olivia.dias61@outlook.com;(19) 93715-1920;Salvador;BA;13.680,45;premium;14/07/2017
CLT-0796;Priscila Almeida Nascimento;4771158821;11-fev-1978;priscila.nascimento52@yahoo.com.br;(11) 99548-5548;Manaus;am;5996.58;Varejo;2015-01-17
CLT-0381;TATIANE MOREIRA MONTEIRO;758.446.634-53;24/01/1985;tatiane.monteiro21@bol.com.br;(31) 91602-2301;Vitória;es;16268,38;PREMIUM;24/04/2018
CLT-0106;Thiago Teixeira Barbosa   ;165.803.928-27;1951-09-03;thiago.barbosa70@yahoo.com.br;;Belém;PA;R$ 12.709,98;Varejo;08/12/2025
CLT-0195;  WESLEY MARTINS PEREIRA;788.614.057-86;11/07/1977;wesley.pereira53@outlook.com;(19) 94829-1305;Porto Alegre;rs;R$ 7737.10;PREMIUM;11/04/2017
CLT-0619;  Érico Gomes Lima;930.051.95675;24/12/77;erico.lima77@bol.com.br;41 969906964;salvador;BA;R$ 18.917,86;varejo;08/04/18
CLT-0369;Gustavo Lima;778.948.96340;1972-01-14;gustavo.limagmail.com;81927708804;Goiânia;GO ;R$ 1.573,74;varejo;18/02/2018
CLT-0569;otávio  barbosa pereira;92998335876;1962-02-07;otavio.pereira10@yahoo.com.br;81983884068;Campinas;sp;12898.18;varejo;12/04/2015
CLT-0400;  Wesley Santos Martins;84826691362;1963-07-06;;61970541802;Brasília;DF;11135,42;Premium;02-06-2023
CLT-0734;Thiago Cardoso;00091435294;24/07/2000;thiago.cardoso18@outlook.com;(11) 99056-5554;São Paulo;SP;R$ 8158.28;Varejo;04/04/2024
CLT-0221;Felipe Araújo;487.271.783-33;16/12/04;felipe.araujo94@yahoo.com.br;62924652728;Curitiba;PR;1946.50;varejo;05/08/18
CLT-0701;Samuel Nascimento Campos;095.794.758-16;01/01/1986;samuel.campos60@hotmail.com;85 953002926;Salvador;BA ;10.853,45;Private;06/05/2020
CLT-0074;Marcos Araújo;177.850.792-52;12/09/1964;marcos.araujo35@gmail.com;+55 47 92889-4742;manaus;AM;;varejo;26/06/2020
CLT-0213;Yasmin Silva Barbosa;924.195.62525;1981-12-28;yasmin.barbosa6@gmail.com;+55 21 96490-1289;Rio de Janeiro;RJ;3.248,01;premium;2023-07-30
CLT-0321;Wesley Ribeiro;495.005.070-26;07/05/1983;wesley.ribeiro86@hotmail.com;(47) 99604-3781;Curitiba;PR ;N/A;VAREJO;2017-01-24
CLT-0484;Gustavo Carvalho;075.988.978-65;2005-08-26;gustavo.carvalho22@yahoo.com.br;(41) 96058-4326;Curitiba;PR;R$ 5.677,43;VAREJO;29/07/2023
CLT-0641;joão dias;61997165965;1954-04-24;joao.dias7@outlook.com;(81) 97663-5849;BELÉM;PA;46488.61;VAREJO;2023-06-21
CLT-0057;Nicolas Barbosa;355.609.32048;2004-03-23;nicolas.barbosa34@outlook.com;(71) 95836-3497;Florianópolis;sc;R$ 59.252,74;Premium;2020-07-06
CLT-0133;Gustavo Moreira;08680347644;1978-01-27;;;São Paulo;SP;5.556,05;Varejo;17/02/2025
CLT-0682;Helena  Ribeiro Santos;561.199.89965;05/03/1966;helena.santos34@yahoo.com.br;(21) 96214-9231;Recife;PE ;R$ 7997.93;PREMIUM;2021-03-16
CLT-0741;Ana Nascimento Ferreira;493.307.811-17;24-08-1995;ana.ferreira60@gmail.com;(71) 91853-1598;Recife;PE ;;Premium;04/01/2021
CLT-0081;Otávio Araújo;953.926.44220;14/12/59;otavio.araujo18@hotmail.com;+55 71 91530-3983;Belo Horizonte;mg;R$ 15671.19;varejo;2019-12-15
CLT-0458;João  Costa;247.282.895-40;2001-11-08;joao.costa9@yahoo.com.br;(19) 99465-3994;Florianópolis;SC;R$ 1.783,03;Varejo;24/02/2025
CLT-0513;Felipe Cardoso;857.595.828-19;17/07/1958;felipe.cardoso95@bol.com.br;+55 81 98581-9827;Goiânia;go;56037,76;Varejo;29-08-2016
CLT-0714;Karina Barbosa;606.699.261-38;1963-08-11;;+55 85 98804-1553;Brasília;DF;58265,53;Varejo;19/11/24
CLT-0724;Henrique Freitas Carvalho;33598474229;17/10/1979;henrique.carvalho43@yahoo.com.br;+55 19 96292-7836;Goiânia;GO;R$ 18545.62;VAREJO;17-10-2025
CLT-0329;PAULO RODRIGUES;71559835411;12/08/1981;paulo.rodrigues27@bol.com.br;(81) 94050-7270;Porto Alegre;RS ;11862,57;Premium;20/11/2025
CLT-0307;Kevin Gomes;093.299.81996;24/05/1994;kevin.gomes43@yahoo.com.br;+55 41 93727-8731;Brasília;DF;R$ 43206.31;Private;06-07-2015
CLT-0508;Yasmin Araújo Moreira;74764845593;24/11/1983;yasmin.moreira24@hotmail.com;(21) 94797-9755;salvador;BA;;Varejo;28/01/2018
CLT-0560;Renato Oliveira Araújo;845.078.604-35;14/10/61;renato.araujo78@bol.com.br;(11) 96528-1598;Porto Alegre;RS;R$ 3.769,15;Varejo;27/12/20
CLT-0554;Natália Rodrigues Barbosa;018.256.247-28;1962-02-09;natalia.barbosa82@outlook.com;(51) 93953-1208;Salvador;BA;R$ 3860.69;varejo;24/08/2018
CLT-0132;Sofia Moreira Ferreira   ;330.604.633-31;08-mai-1952;sofia.ferreira18@bol.com.br;81 990276323;CURITIBA;pr;27359,06;Varejo;2024-08-03
CLT-0546;Ana Almeida;068.017.70316;2001-11-28;ana.almeida73@bol.com.br;;Belo Horizonte;MG;R$ 27.375,39;varejo;13/06/2019
CLT-0046;Yasmin Almeida;974.801.624-56;2001-10-29;;+55 47 94189-6939;Vitória;ES ;R$ 19.600,24;Varejo;2026-04-23
CLT-0726;JOÃO CAMPOS;925.287.835-73;17-09-2003;joao.campos74@hotmail.com;(85) 92615-4626;curitiba;PR;R$ 2668.34;varejo;19/03/2020
CLT-0388;Wesley Santos;456.185.174-46;29-set-1960;;61 940272524;Fortaleza;CE ;R$ 15977.88;premium;31/03/2017
CLT-0389;   Henrique Pereira;160.461.540-21;23/07/78;henrique.pereira98@bol.com.br;(11) 92750-8814;Rio de Janeiro;RJ ;8955,96;PRIVATE;2024-02-08
CLT-0446;IGOR RODRIGUES PEREIRA;38906235466;12/09/88;igor.pereira97@yahoo.com.br;+55 31 97860-6513;Porto Alegre;RS;R$ 14.854,52;premium;2023-11-23
CLT-0485;KARINA SOUZA TEIXEIRA;876.448.676-49;1966-04-20;karina.teixeira37@bol.com.br;51 924587877;CURITIBA;PR ;2.708,18;Varejo;2022-10-18
CLT-0407;FÁTIMA COSTA;682.938.440-13;1952-06-12;fatima.costa33@outlook.com;85983304179;Recife;PE;R$ 2.082,75;varejo;2018-01-23
CLT-0452;Diego Gomes;23839728339;23/09/2003;diego.gomes58@hotmail.com;21991911492;Brasília;df;54473,92;Premium;18-set-2019
